text	label	new label
"Entisajan kylähullut eivät tappaneet ihmisiä, koska niitä pidettiin herranhuhteessa eikä syötetty helvetillisiä mömmöjä sekoittamaan päätä. Sellaiset kylähullut jotka eivät pystyneet huolehtimaan itsestään, laitettiin sitten hullujenhuoneelle (ns. mielisairaala)  Nykyään vähän väsähtänyttä tyyppiä jolla on sydänsuruja tai vastaavia, palvotaan jumalana ja pidetään kuin kukkaa kämmenellä. Ja tyyppiin lisäksi upotetaan ns. onnellisuuspillereitä (SSRI- tai vastaavia mömmöjä) niin että varmasti polla on sekaisin. Johan siinä menee vahvempikin tyyoppi sekaisin.  No, lopputulos on nähtävissä, 2-kymppisenä pannaan eläkkeelle ja sitten elämä onkin ihan varmasti sekaisin. Saa syödä onnellisuuspillereitä ihan tosissaan että elämä ""tuntuu elämältä"".  Ja työtätekevät maksavat tuonkin kaiken ...."	toxicity	not-toxic
Minkä takia se tumma mimmi  ei lähetä viestiä vaikka sen tekee mieli tosimiehet ei juokse naisten perässä vaan toisinpäin;)	not-toxicity	not-toxic
"ISIS teurastaja amerikkalainen  Syyrian kiinnisaama raaka ja verisistä teurastuksistaan tunnettu ISIS-terroristi on amerikkalainen CZW-painija Matthew ""Matt"" Tremont, The Bulldozer"	not-toxicity	not-toxic
..katseesi oli surullinen.. Olisin halunnut ottaa kaulasta kiinni tarttua käteesi painaa huuleni parransänkeäsi vasten olisin halunnut sanoa rakas,minä välitän mutta en voinut sanoa mitään ja luulen ettet edes aavistanut.. Hyvää yötä rakas..	not-toxicity	not-toxic
Musta huppari ja mustat farkut??? Sinähän oletkin räväkkä persoona. Wautsi Wau. Ne zompien näköiset huppupää-vaeltajat tuolla kaduilla ovat varmaan kaikki sinun fanejasi.	toxicity	toxic
Jarlan kynänjälkeä myös http://uskotko.fi/ ja http://www.vapaa-aja/REDACTED/nkappeli.gif	not-toxicity	not-toxic
"Älä sitä vakoa nuole vaan imuttele ja kutittele kielellä klitorista, pikkuisen tietysti sisempiä häpyhuuliakin kannattaa suulla hyväillä mutta ei tosiaankaan kannata keskittyä ""vakoon"" saati emättimeen.  Jos kalun nuoleminen tuntuu mukavammalta niin kokeile ja anna partnerin tulla suuhun. Saatat muuttaa mieltäsi."	not-toxicity	not-toxic
vithu mitä touhua. rasismia valkoisia kohtaan PÄIVI marssille...	toxicity	toxic
ceridal öljy?  Hei!  Joku kirjoitteli muutamia kk sitten liukastusvoiteista... Tietääkö joku.... Onko ceridal öljy sellaista ettei se tapa siittiöitä?	not-toxicity	not-toxic
Oletko täysin varma siitä, että laitteesi tuottaa puhdasta siniaaltoa? Itselleni on tullut vastaan monia inverttereitä jotka todellisuudessa tuottaa epäpuhdasta siniaaltoa. Näitä on katseltu oskilloskoopilla eri kuormituksilla.	not-toxicity	not-toxic
Voiko  kärsiä anoreksiasta? Mikä määrittää onko kyseessä anoreksia?	not-toxicity	not-toxic
Kyl mää vaan ihmettelen kuin ihmis-suku on ollenka henkisä pysyny ennen näitä bisnesvalmisteita.Ottakaa nyt hyvät ihmiset järki käteen jossei se siälä kuupasa toimi.	not-toxicity	not-toxic
Tämä on kauhea loukkaus vajakkeja kohtaan vertaamalla heitä Elisan työntekijöihin.	toxicity	toxic
meinaan hyväksi..ja mun mielestä on jotenkin vinoutunutta pitää 47 vuotaista rollaattori-ikäisenä..	not-toxicity	not-toxic
Ei tarvita Suomen galluppia kertomaan, että kansa vastustaa veronkorotuksia ja haluaa veronalennuksia. Niin on ollut aina ja tulee olemaan. Sen tajuaa tyhmäkin ilman galluppeja.	not-toxicity	not-toxic
Mikä siinä on että autoilijoista iso osa valittaa koko ajan. Kaiken pitäisi olla järjestetty niin, että pääsette niillä nelipyöräisillä moottorisohvillanne ovelta ovelle. Nostakaas perse penkistä niin läskitkin karisee	toxicity	toxic
"Eikös tämä Sammaljoki laske Kokemäenjokeen siinä Äetsä alapuolella, ja se Kokemäenjoki taas puolestaan laskee mereen?  "" Turpaa esiintyy vain etelä- ja lounaisrannikon murtovesissä sekä niihin laskevissa joissa. "". Tämähän se taisi olla väitteeni?  En oletakaan, että tietäisit kaloista. Mutta miksi sinulle on niin tärkeää yrittää päteä asiassa, josta ei taida tietää mitään. Eihän ne faktat - veli hopea - jankuttamalla muuksi muutu. Eikä se muutu winkkarikaan, kusetusta mikä kusetusta.  Ymmärtäisit jo nousta siitä Sarviksen pulkasta ja olla kuin muutkin miehet, jooko."	toxicity	toxic
No toivotaan että siellä auringon otossa jos nyt oikeesti sinne oot menossa ,riittää tuollaista huvia kuin edellä kuvasit.Yritä hankkia elämää ittelleskin ja katkeruuttas karkottaa.	toxicity	toxic
Helvetin hullu oppi  Miten todistaisitte, että helvetti on todella olemassa? Siis muuallakin kuin satukirja raamatussa? Jos se olisi niin todellinen paikka, jonka maan luoja olisi tehnyt, niin kai siitä pitäisi jotakin raamatun ulkopuolistakin näyttöä löytyä... miksi muuten uskoa tuollaista huuhaata ilman todisteita?  Helvetillä on nimittäin peloteltu ihmisiä jo ihan liian monta vuosisataa, joten eiköhän se jo riittäisi?  Aamen.	toxicity	toxic
Musujen kaistaa joka pikuhiljaa rupeaa suomalaisille valkenemaan, sivistynyt ihminen ei ole näin hulusta kultuurista ole uskonut olenkaan nitä nämä kulila eläjät on harrastanyt, vieläkään näitä kulijuttuja ei sivistyksessä kaiki usko todeksi eläimelistä touha.	toxicity	toxic
Vedä trolli henkeä, kirjoituksesi perusteella sinulla on paha olo, vaikutat mielisairaalta. Vai oletko idari joka lukee valhemediaa HS ja iltapaskat? Ei kukaan aivot omaava enää usko valtamedian valheita muita kuin sinä pikkupoju, häpeä että paljastit tyhmyytesi. Harvassa alkaa olemaan sinunlaiset idarit jotka eivät kyseenalaista valhemedian valheita,.	toxicity	toxic
KYMCON HUOLTO????  Toimii miten sattuu, mitä tulee Riihimäki-Hyvinkää akselilla.Hyvinkää puoti ei ainakaan auki silloin(kun pitäisi) kuin ovessa aukioloajat kertovat,mutta osaahan niitä muutkin huoltaa ja nykylainsäädännön mukaan ei tarvitse takuiden takia merkkihuoltoa edes käyttääkään , riittää kun on moottoripyörähuolto liike työn suorittaa.	not-toxicity	not-toxic
Vedä koko lista nassuun niin iskee ikuinen kankeus koko ruotoon impotentti	toxicity	toxic
Ryppäämään, ryyppäämään, joka aamu sännätään...	not-toxicity	not-toxic
Köyhän kannattaa ajaa fillarilla.	not-toxicity	not-toxic
Kesä vs. talviaika  Mitä helvettiä! Halutaanko todella aikasiirryttömään vaihtoehtoon kesäaikaa, joka on SAMA kuin MSK, eli Moskovan aikaan. Jotkut joskus hamusivat!!! Suomen talviaika on ihan OK. Siirtäkää sitten mieluiten töihintuloaikaa aurinkoon sopivaksi!!! Moskovan aikaa ei ikinä Suomeen!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!	toxicity	toxic
"Uskonto on sairaus  ...ja sellaisena sitä tulisi hoitaa. Toiset ovat pahempia kuin toiset, mutta yhtä kaikki, imevät ihmisten verta niin kauan kuin ihmisessä vähänkään on annettavaa ja sitten jättävät kuolemaan. Näillä on ihan nimikin - loinen.  Olen koittanut ymmärtää uskovaisia, ovathan ne päällepäin kilttejä ja ""hengellisiä"". Miten sellaisiin voisi suhtautua negatiivisesti? Mutta, nyt loppui kärsivällisyys. Tämä järjettömyys on mennyt riittävän pitkälle.  Uskonnot eivät ole mitään muuta kuin massojen hallintaan tarkoitettu väline jonka ainoa päämäärä on opettaa ihmisille etteivät he ole itse vastuussa elämästään, että orjana heidän elämänsä on jonkun arvoista. Tottele raamattua, tottele pappia, tottele poliitikkoja, tottele rahaa, kas olet muka onnellisempi. On valmis kirja mitä seurata, kuinka sopivaa. Ei tarvitse itse miettiä mitään, kun lukaisee opuksen, ja kas; elämä onkin selvä. Jeesus / Allah / joku hihhuli / Joulupukki sen kaiken tietää, eikä minun tarvitse mitään muuta tehdä, kuin ottaa hyvä asento ja totella.  Oikeasti nämä ihmiset ovat päästä sekaisin, ihan tosissaan. Mormoonit sentään avoimesti keksivät niin uskomattoman typerän tekstin että varmistivat ettei siihen kukaan täysipäinen usko, näin saatiin porukkaan vain kaikista typerimmät idiootit ja kas, homma toimii kuin junan vessa. Mutta, nämä kristityt hihhulit, voi elämä, että osaa olla vajaa päistä porukkaa. 2000 vuotta ovat kupanneet ihmiskuntaa parhaimpansa mukaan, eikä Islamilaiset ole sen parempia.  Ajattelin aiemmin että, kyllähän näitä hihhuleja sietää. Mikäs siinä kun ovat hihhuleita niin ovat, jokainen saa olla millainen haluaa. Näin ajattelin. Ja ajattelin kyllä vieläkin, mutta mitä minä en voi sietää enää sekuntiakaan on organisoitu, pappisvetoinen järjestäytynyt uskonto. Se on täsmälleen sama asia kuin natsismi. Ainoa, mikä erottaa natsin ja uskovaisen on tapa millä toimivat, mutta maali on täsmälleen sama. Kaikkien on uskottava siihen mitä pomo sanoo, oli se oikein tai oli se väärin, mutta pomo juttelee jumalan kanssa, niin tottahan toki hänen on oltava oikeassa. Kuinka tyhmä ihmisen pitää olla jotta uskoo tuohon sontaan? Kaikista parhaiten tämä näkyy siinä kuinka nämä ""uskonnot"" suhtautuvat itsenäisesti ajatteleviin ihmisiin: saatanasta, perkeleestä ja pirusta ne ajatukset tulevat. Ajatteleminen on syntiä. That's it. Näitähän sitten saa kivitellä ja syrjiä kuin parhaaksi kukin hihhuli katsoo.  Se miksi kirjoitan tätäkin vuodatusta nyt on että olen kyllästynyt tähän järjettömyyteen ja poliittisesti korrektiin ""hienovaraisuuteen"" niiden ääliöiden osalta joilla edes sen verran leikkaa ettei usko hihhuleiden pyhiin teksteihin. Halutaanko me tästä maasta sellainen että jokaisen eri hihhulin uskoa pitäisi kunnioittaa? Minkä ihmeen takia meidän pitäisi niitä kunnioittaa? MIKSI? Jos joku uskoo että maapallo on litteä, niin ei kai sen puheita oteta vakavasti. Mutta, annas olla, kun samanlainen sekopää kertoo kuinka jumala juttelee hänelle, niin hän on tietysti oikeassa vähintään siinä asiassa, että jutteleeko se omnipotentti valopää hänelle. Tämä poliittinen korrektius johtaa siihen että kun maailma yhdistyy koko ajan enemmän ja rajat katoavat niin mitähän te veikkaatte mitenkä käy uskontojen kanssa ellei kohta asiaan aleta puuttua? Ja mitenhän tulee käymään meidän rauhallisille ja maallisille uskonnoille? Tämä on sellainen asia mitä pitäisi luterilaisen kirkonkin ruveta miettimään ihan tosissaan, mikäli sille kelpaa olemassa olo. Jos ihmiset haluavat että jokainen sekopää saa uskoa mihin haluaa, niin uskonnoille on asetettava tiukat rajat. Ei sen takia ettenkö anna muiden tehdä niin kuin tykkää vaan, sen takia, että jossain vaiheessa joku uskonto tulee ottamaan vallan ja kas, yhtäkkiä kaikkien pitää siihen uskoa. Kylmä totuus on vain sellainen, että jokainen uskonto/lahko haluaa lisää ihmisiä eikä tule lopettamaan ennen kuin on käännyttänyt koko pallon. Vaikka jonkun uskonnon maailman valtaus yritys jäisikin puolitiehen, ei se poista sitä etteikö nämä jaksaisi kiljua itselleen erivapauksia. Pitää saada kivittää raiskattuja naisia, pitää saada silpoa lapsia, pitää saada sekoittaa lasten päätä helvetillä ja ties millä perkeleillä. Pitää saada moniavioisuus, pitää saada vaikka kuu taivaalta jos joku kaheli niin päättää. Vingutaan jatkuvasti tunnustusta ja arvostusta kun ansaitsevat korkeintaan halveksuntaa.  Verotusoikeus pois ja lahjoituksille verot. Uskontojen ""suosiminen"" kouluista pois, ja opettava osana historiaa ja/tai yhteiskunta tieteitä. Alaikäisten ihmisten kastamisen ja kirkkoon liittäminen on kiellettävä. Aikuisena saavat tehdä mitä tykkäävät, mutta ennen sitä yhteiskunnan on suojeltava heitä. Kaikki järjetön silpominen (ympärileikkaukset jne.) ilman lääkärin suositusta terveydellisin syin on kiellettävä. Kirkon toimintaa on verotettava rankimman mukaan. Aivan samalla tavalla kuin alkoholia ja tupakkaa.  Toki uskonnoissa on hyvätkin puolensa, lähinnä niistä irtoava musta huumori. Esimerkiksi nämä hihhulit kysyvät, että mistä moraali tai eettiset säännöt tulevat jos ei mihinkään usko? Samalla sanovat että jos eivät uskoisi jumalaan, niin juoksisivat ympäriinsä kännissä tappaen ja raiskaten ihmisiä. Tällaisella älykkyydellä varustettua ihmistä, tulee ihan oikeasti varoa, uskoi tai ei. Toinen ""hauska"" asia on sanoa ateismia uskonnoksi. Missä kohtaa ateismi on uskonto? En kyllä edes ymmärrä minkä takia tämä on uskonto & uskomukset kategorian alle, kun ateismi nimenomaan tarkoittaa sitä ettei usko mihinkään hihhuliin. Se on negaatio sanasta usko, vastakohta. Se ei ole sama asia, mitenkään. Jos valinta olisi joulupukin ja jeesuksen välillä niin sitten voisi sanoa että ero on uskossa, mutta ateisti ei usko.  Yksi vätys porukka on agnostikot. Pelataan molemmilla pöydillä kun ei uskalleta ottaa kantaa ja luottaa omaan päähänsä. Vähän uskotaan, ettei suututeta yläkerran herraa ja vähän ei uskota ettei kaverit katso kieroon. Sanonko suoraan? Sanon. Olette hanurista koko sakki. Mielinkielin kaikkiin suuntiin kun ei uskalleta ottaa kantaa.  Uskontoja ei saa kunnioittaa. Se on ensimmäinen ja viimeinen virhe. Jos niitä kunnioittaa ne tulevat kyllä ja vaativat aina ja aina enempi ja enempi. Hyväksikäyttävät typeriä ihmisiä ja heidän turvallisuuden tunteen tarvetta. Mihin maailma on menossa jos ei suitsita uskontoja? Eipä kamalasti tarvitse katsella maailman menoa niin saa hyvän kuvan maanpäällisestä helvetistä. Tätäkö me halutaan tänne myös? Lopettakaa se hienovaraisuus. Me ei kaivata tähän maahan uskontojen terrorismia. Hyvänä esimerkkinä nämä allah pilapiirrokset. Välittömästi pääministeriä myöten maa polvillaan. Missä on selkäranka? Missä on sananvapauden puolustaminen? MISSÄ?  Nimenomaan tätä se uskonto on. Ehkei meidän luterilainen hillitty uskonto ole näyttänyt pahinta karvaa, mutta älkää unohtako että ihan samaa kauraa se on, eri lautasella. Uskonnot terrorisoivat kansaa, miksi? Siksi että mitä surkeampi on ihmisten tila, sitä enemmän ne saavat seuraajia. Hyvin yksinkertaista. Kun ihmisellä on tarpeeksi hätä, tunnustaahan se vaikka Peukaloisen jumalakseen jos sillä saa ruokaa / turvaa. Onko se oikein? EI OLE.  0"	toxicity	toxic
Kyllä näin näyttää olevan ja liitot kestävät pitkään. Johtuu varmaan siitä että molemmilla puolisoilla on itsetunto kohdallaan kun on ulkonäköä ja elämä aina ollut helppoa. Rumemmat pettävät ja eroavat, koska ovat niin epävarmoja itsestään.	toxicity	not-toxic
LOL Joo joku haluuki sun kanssa telttaretkelle ja puhumaan whitseistä ja hyppii yöllä niitylle leikkin whitsejä! Jeesus tee nyt jotain muutaki! LoL	toxicity	toxic
Viisaudenhampaan ien tulehtunut  Viisaudenhampaan ien on hyvin arka, eli ientulehdus on selvästikin päällä. Nyt on viime aikoina myös alkanut suussa maistumaan aina välillä suoraan sanottuna p*ska. Johtuuko tosiaan tuosta ientulehduksesta?  Koskaan ennen ei ole ollut tälläistä makua suussa.	not-toxicity	not-toxic
Taas tappouhkaus!Kukahan tässä oikein toimii kyseenalaisesti.Mitään järkevää tai asiallista ei ole tullu täältä suunnalta.Asioista pitäisii keskustella ilman tappoukauksia vaikka ideologiat ei ihan täsmäis.Tässäpä kuitenkin tuli se seuraava nikkari.	not-toxicity	not-toxic
löysin  eli Ruotsin kruunun, mutta siihen on painettu myös kaksi Soumen leijonaa....Tietääkö joku tällaisesta rahasta jotain ?	not-toxicity	not-toxic
Siinä hyvä äiti joka pitäähuolta omista llapsistaan ja valvoo ja vahtii ettei vieraat käy haukkumaan tai hankaloittamaan lasten oloa isän luona. Juuri noin kunnon äiti toimii, mieehen pitää ottaa siitä oppia, ja pitää sut poissa omien lasten läheltä,.	not-toxicity	not-toxic
"Joopajoo  Me ollaan asuttu kohta kolmevuotta kerrostalo asunnossa jossa kummittelee. Aluksi se oli kohtuu pelottavaa ja sai olla paskajäykkänä, mutta äkkiä siihen tottui. Itse ""juoksentelin"" öisin askelten perässä ja heräsin yöllä kun jokin herätti. Kitarastakin tämä jokin on kiinnostunut, ""strämm"" vain kuului. Kitara ei liikahtanutkaan mutta ääni vain kuului ...spookey! Paljon muutakin on tapahtunut, mutta niistä sen enempää. Ikävin juttu tapahtui tuttavien koiralle kun tämä jokin meillä asuva säikäytti sen...koira laski alleen välittömästi. Tavarat ei onneksi meillä lentele niin kuin naapurissa tapahtuu...ei onneksi olla yksin tämän ""ongelman"" kanssa tässä talossa. Viimeiset reilut puoli vuotta on ollut rauhallista...tai niihin outoihin asioihin ei kiinnitä enää huomiota."	not-toxicity	not-toxic
Kyllä antti ja sitten tuo vasemmiston nainen ovat älykkäitä, sinilasinen mies ei tahdo pysyä mukana.	not-toxicity	not-toxic
Näinhän meille valehdellaan. . Meille valehdeltiin matujen huoltosuhteen pelastajina, tiedämme senkin jo totaaliiseksi valheeksi, koska yhdestäkään ei ole tämän maan veronmaksajiksi. . Matut ovat pelkkä rasite, tuottamattomia vetelyksiä. kaikki. . Nyt mielle uskotellaan, ettei OPETUSLAITOS yliopisto ole opetuslaitos, jossa islamia ei opeteta. . OOOOHHHOOOOOOOOO. !	toxicity	toxic
Sehän on Isokyläläisten eronneiden ja karanneiden akkojen kierrätyskeskus. Minäkin sain nauttia kerran tästä ilmiöstä. Sieltä ne exvaimot lähtee uudelle äijäkierrokselle!	toxicity	toxic
Kuka?  Kuka on sinun idolisi kerro ja kirjoita se minulle ja laita myös nimesi ei tarvii olla oma mutta vaikka lempinimi muttei mitään esim.karvatassu jne.	not-toxicity	not-toxic
kuitenkaan mikään feministi oo..	not-toxicity	not-toxic
maassa ollaan maan tavalla! Ja jos ei sovi, niin painukoot sinne ambomaallensa takaisin!  Typerää, että pitää romuttaa omat vanhat perinteet joittenkin mutumaanien takia.  Olen puhunut, UGH!	toxicity	toxic
Rullalaudat liekeissä  Alkoi ottamaan päähän se ristuksen kolina meidänkin pihassa, ja niin ryhdyin operoimaan asian hyväksi. Viime viikonloppuna otin hiukan hapanta ja aamuyöstä rakentelin sitten kunnon roihun telineistä. Käristelin parit HK:n siniset sinapin kera ja ongelmat oli ratkaistu. Seuraavana päivänä kävin naureskelemassa ja kusin nuotioon.	not-toxicity	not-toxic
mitkä kemmit kiesiin nyt?  Alulla vaiko ilman? Onko teinit mitä mieltä siitä mitkä pitäis alla olla? Kemmi palaaa kun triftaa, mutta mikä olla staili???!!!	not-toxicity	not-toxic
vastaamaan kun meillä aikuisilla on tapana käydä joskus olusilla. kärppien kunniaksi otettiin samppakaljaa. älä ota mallia sitten. pidä huolta että koulu ensin ja sitten kalja. vaikka äiti varmaan huolehtii että näin käy. vie ja hakee sinut koulusta. eiks niin. on ihan hyvä että jotkut (en minä) kerää pullot pois luonnosta mutta muista että opiskelet itsellesi hyvän ammatin niin ei tarvitse juoda ulkosalla ja jättää pulloja luontoon. vaikka eihän sielläpäin mitään luontoa olekaan. jos et jaksa lukea kerralla näin pitkää juttua niin käy välillä vaipan vaihdossa ja jatka sitten niin ei tule vaippaihottumaa niin herkästi. vaikka taitaa sinulla persus olla punaisena muutenkin. olet sinä sen verran .....no jääköön sanomatta että et opi vääriä sanoja	toxicity	toxic
"Fundamentalismista  Fundamentalismi on harhakuvitelmaa, jonka mukaan Jumala odottaa ja edellyttää ihmiseltä Kristus-uskon lisäksi uskoa tuhansia vuosia vanhan 1200-sivuisen kirjoitusten kokoelman absoluuttiseen erehtymättömyyteen ja ristiriidattomuuteen. Fundamentalismi on toisin sanoen näkemys ja vakaumus, että usko Kristukseen ei yksin riitä. Fundamentalismi on malliesimerkki opista, josta Paavali kirjoittaa: ""Jos joku julistaa teille evankeliumia, joka on vastoin sitä, minkä olette saaneet, hän olkoon kirottu."" Edellä sanottuun fundamentalisti toteaa: ""Ethän sinä tietäisi Kristuksesta ja Paavalin evankeliumista mitään, jollei sinulla olisi Raamattua."" Ja jättää lisäämättä: ""Siksi sinun on uskottava KAIKKEEN MUUHUNKIN, mitä Raamattuun on kirjoitettu."" Tämä on vasta-argumenttina niin kiero/typerä, että sille on hankala löytää vertailukohtaa. Mutta yritetään. Fundamentalisti on kuin mies, joka inttää: ""Luit Kimi Räikkösen maailmanmestaruudesta Helsingin Sanomista. Sinulla ei ole mitään oikeutta uskoa Kimi Räikkösen maailmanmestaruuteen, jollet usko Helsingin Sanomien ja sen edeltäjän Päivälehden absoluuttiseen erehtymättömyyteen ja ristiriidattomuuteen vuodesta 1889 lähtien."" Ikään kuin Kimi Räikkösen Ferrarilla vuonna 2007 Brasiliassa voittama maailmanmestaruus olisi jotenkin riippuvainen siitä, kuinka tarkasti ja oikeaan osuvasti kymmenet ja sadat toimittajat ovat asetelleet sanojaan helsinkiläisen sanomalehden toimituksessa esimerkiksi vuosina 1897, 1913, 1929 ja 1963. Vuoden 2007 uutinen Kimi Räikkösen maailmanmestaruudesta on toisin sanoen pelkkää huuhaata, jos joku Hesarin toimittaja teki vuonna 1927 virheen raportoidessaan eduskuntavaaleista. Toinen, vielä idioottimaisempi argumentti kuuluu: ""Raamattu julistaa itse olevansa Jumalan Sanaa."" Kyseinen virke on monipuolisimmin mieletön lausuma, jonka ihminen on suustaan/näppikseltään päästänyt. Se on sekä valhe että kehäpäätelmä. Ja tällaisten idioottimaisuuksien fundamentalistit kuvittelevat olevan olennainen osa evankeliumia. Ja sitten toki ihmetellään, kun kaiken maailman räsäsiä ja puolimatkoja pidetään hieman tärähtäneinä."	toxicity	toxic
pittääähän tykki olla, että itsemurha pommittajat tuntee olonsa kotoisaksi kuhan tulleevat asumaan.	toxicity	toxic
Heh, täällä taas rasistit leikkimässä tuomaria ja jakamassa oikeutta. Mies on lainvoimaisen tuomionsa pian kärsinyt, ettekä te sille mitään voi. Karkoitus maasta on ylireagointia ja törkeää, ei suomalaisiakaan karkoiteta jostain näpistyksestä.	not-toxicity	not-toxic
Suomen ei pitäisi ryhtyä imperialistisen roistovaltion sätkynukeksi.	toxicity	not-toxic
auttekee  elikkäs kävin koeajamassa passattia v.00 1.9tdi onkos kellää kokemuksia kyseisestä autosta hyvä vai täys paska paljo mahtaa olla dieselvero jakohihnan vaihtoväli?	not-toxicity	not-toxic
onko sinulla kaikki munat samasas korissa	not-toxicity	not-toxic
Syntyvyys Suomessa on edelleen laskusuunnalla, oletko täyttänyt tehtävänannosta oman osuutesi, vai pakenetko vastuutasi pelkkään nautiskeluun kuten itse teen?	not-toxicity	not-toxic
Mitä tosta porua pitämään. Pari kolme 60 v. vanhaa taloa puretaan, mummo ja pappa pääsee rahojensa kanssa mukavaan palvelukotiin minne he kohta muutenkin joutuisivat pakon sanelemana. Eiköhän tollanen kauppakeskus tuo kuntaan työpaikkoja ja verorahoja millä niitä palveluja sitten rahotetaan.	not-toxicity	not-toxic
Halosen aikana on lapsiin ja naisiin kohdistuneet raiskaukset ja lasten hyväksikäytöt lisääntyneet räjähdysmäisesti!  Syynä seta-presidentimme sairaan ja poikkeavan ja sukupuolikäyttäytymisen täydellinen rohkaisu ja hyväksyminen!  Jopa halosen vaalijuhliin on järjestestetty sadomasokistinen esitys, sekä kiitosjuhliin transujen drag-shov, huviksi näille sukupuolisesti sairaille halosen kannattajajille.	toxicity	toxic
Kävin tänään testaamassa 206 XS HDI:n, mukava pikkuauto. Kyllä tollanen pitäs saaha. Auto oli ollut 4 päivää pakkasessa eikä lämmityksessä ja minä menin ja starttasin -20C pakkasessa ja hyvin lähti käyntiin... jäi moni auto sutimaan liikennevaloihin, mutta 206 hdi:llä mentiin jo kaukana. 1 vähän liikkeelle heti kakkosta, sit kolmosta ja voi sitä menoa... YES ! Liikaa ei kannata HDI:tä kierrättä sillä siitä ei ole mitään hyötyä. Istuimet olivat hyvät ja kun tuota niskatukeakin nyt sai säädettyä eteen ja taakse, mukava penkki. Moottorin lämmöt ei paljoa nousseet -20C pakkasella, olikohan 80C, mutta lämpöä tuo pukkasi ihan ok johtuen niistä sähkölämmittimistä. Ajettavuus oli hyvä, jäi hyvä mieli koeajosta. Kallishan tuo on pikkuautoksi.	not-toxicity	not-toxic
No, sinähän tiukkapipoinen olet. Onko teitä paljonkin?	toxicity	toxic
Mukavaa kesää Sinullekkin!  T. Läskit	not-toxicity	not-toxic
Mitäs sinne muuta tehtiin kun lähdettiin omatoimisesti sotimaan ja tappamaan!! Jo lähtö sinne on rikos.	not-toxicity	not-toxic
No ihan sillä perusteella, että tuo FW31J on 200-300€ halvempi. Kuten jo sanoin, jos ei tarvitse polttavaa blu-rayta niin silloin tuo FW31J järkevin. Prosessorien välinen tehoerohan noissa on käytännössä pieni eikä nähdäkseni tuossa kovalevyn koossakaan juuri eroa (400gt vs 500gt). Ja bonuksena FW31J:ssä on näköjään nopeampi kovalevy (5400rpm vs. 4200rpm).  En siis näe mitään syytä miksi maksaisin tuosta FW31M mallista 300€ extraa ellen sitten tarvitsisi tuota polttavaa Blu-rayta, mutta valinanhan teet toki sinä enkä minä... ;)	not-toxicity	not-toxic
Haista paska	toxicity	toxic
En tiennytkään että parkanossa on tollasta, vaikka tässä naapurissa asunkin... Aika samanlaista meininkiä alkaa oleen tääl ikaalisissakin. :/ Yrittääköhän täällä pikkupojat panna paremmaks, mahtaa ottaa päähän kun parkano on edellä vielä...apua.	not-toxicity	not-toxic
Räsy  Tuurrssi ja Valliini jotka maksoivat Kokoomuksen velat hikeentyvät. http://www.iltalehti.fi/uutiset/2010103012610843_uu.shtml Kokoomus on hiljaa kun kannatukset tippuvat tekojen ansiosta ja hoitajatkaan eivät äänestä toista kertaa.	not-toxicity	not-toxic
Ei Setalla tällaista homoagendaa oikeasti ole mutta on kiva laittaa homottaminen tällä tavalla Setan piikkiin.	toxicity	toxic
Narsistinen omija	toxicity	toxic
Pyydä anteeksi sitä että tuut esittämän lapsellisia mielipiteitä HOMO palstalle! Ei seksuaalinen suuntautuneisuus oo mikään peruste adoption kieltämiselle...eikö pitäisi olla onnellinen että edes joku niitä lapsia hommaa? Joo aikuiset on suvaitsemattomia mutta ei se saa olla mikään este lasten hankkimiselle! Miten sitä suvaitsevaisuutta opetetaan jos kaikki pitää olla piilossa! No siis kyllä mä ymmärrän sun mielipiteen myös, oothan sä vielä niin nuori, vaikutat kyllä ihan asialliselta ja fiksulta tytöltä! :)	not-toxicity	not-toxic
Vanhanenkin kysyy, onko siellä ryssänhelevitissä kylymä ?  Pattikselle pitää mennä myös nauttimaan. Ihiminen on syntyny meressä ja on pääsääntöisesti hiiltä.  Kyllä herra tietää mitä laulua sitä lauletaan, kun on rahapussista kyse.	toxicity	toxic
"Nokiallakin ammuskeltiin ja taisivat olla vielä ""vähemmistöliittolaisia"" , siis SUOMI ON SODASSA, kyllä Paavo tietää......ei itkemättä/nauramatta voi tuollaista lukea...."	toxicity	toxic
"paitsi pelastaa liuta lapsia elämään, myös nämä epävarmat naiset niiltä varmoilta abortin ja syyllisyyden tuomilta mielenterveystuhoilta!  ""Näyttää teidän syyllisyytenne nousseen pintaan kommenttini tähden, kun noin kärkkäästi heräsitte.""  Syyllisyys mistä?! :D Unohtu taas että meistä muista enin osa ei ole tehnyt mitään mistä sellaista ppitäisi tuntea tai selitellä? Sensijaan raivo nousee pintaan sokeista tyhjänvänkyttäjistä.."	toxicity	toxic
en tiiä mikä on mutta 2 kertaa olen tankannut siitä ja aina sama homma, muualla ei ole niin käynyt. Voisiko olla, että asemalta ois bensa lopussa ja jotain p a s k a a tulis tankkiin... Vai mistähän osaisin lähtä syytä hakemaan...	not-toxicity	not-toxic
... siirsi tutkintavastuun itseltään KRP:lle. Älä nyt hitto vieköön viitti naurattaa.  Ja mitaan ette voi...	not-toxicity	not-toxic
